Transaction,Type,Input Currency,Input Amount,Output Currency,Output Amount,USD Equivalent,Fee,Fee Currency,Details,Date / Time (UTC)
NXT5MzhJdhgCcqhLdqE8RA30,Interest,USDT,2.03190500,USDT,2.03190500,$2.03,-,-,"approved / USDT Interest Earned",2024-07-28 05:00:00
NXT4MvvVVHQlxvTE4e5Kq7kzQ,Interest,USDT,2.03137400,USDT,2.03137400,$2.03,-,-,"approved / USDT Interest Earned",2024-07-27 05:00:00
NXT3lircvm6zCLXrTaTaHHm1e,Interest,NEXO,0.04244659,NEXO,0.04244659,$0.05,-,-,"approved / NEXO Interest Earned",2024-07-27 05:00:00
NXT3iNOjoPo2h7P1TiNrejfMn,Interest,USDT,2.03084400,USDT,2.03084400,$2.03,-,-,"approved / USDT Interest Earned",2024-07-26 05:00:00
NXT1XKsOCwkccRZaH816nATu5,Interest,NEXO,0.04244203,NEXO,0.04244203,$0.05,-,-,"approved / NEXO Interest Earned",2024-07-26 05:00:00
NXT4nSVIFaZcKguY7gJ7pZQqH,Interest,USDT,2.03031400,USDT,2.03031400,$2.03,-,-,"approved / USDT Interest Earned",2024-07-25 05:00:00
NXT2jZgAVHFSHnwvIKsTbkG78,Interest,NEXO,0.04243747,NEXO,0.04243747,$0.05,-,-,"approved / NEXO Interest Earned",2024-07-25 05:00:00
NXT31bMgNrc4qA3Bjf5NzEFjI,Interest,USDT,2.02978400,USDT,2.02978400,$2.03,-,-,"approved / USDT Interest Earned",2024-07-24 05:00:00
NXT1UfkOUAxLZBtOtVhY9ygqn,Interest,NEXO,0.04243291,NEXO,0.04243291,$0.05,-,-,"approved / NEXO Interest Earned",2024-07-24 05:00:00
NXT7kewRhnKwZgklEYZtQL9FV,Interest,NEXO,0.04242835,NEXO,0.04242835,$0.05,-,-,"approved / NEXO Interest Earned",2024-07-23 05:00:00
NXT1zTDzrsKt7y73O4kGCXS1C,Interest,USDT,2.02925400,USDT,2.02925400,$2.03,-,-,"approved / USDT Interest Earned",2024-07-23 05:00:00
NXT4hdnDu119ciqFrVwTpg7PR,Interest,USDT,2.02872400,USDT,2.02872400,$2.03,-,-,"approved / USDT Interest Earned",2024-07-22 05:00:00
NXT7nUJoS3wOLVZK8Ff6cvT9,Interest,NEXO,0.04242379,NEXO,0.04242379,$0.05,-,-,"approved / NEXO Interest Earned",2024-07-22 05:00:00
NXT54Y7ARJ5AZKjGDZ71fy3zr,Interest,USDT,2.02819400,USDT,2.02819400,$2.03,-,-,"approved / USDT Interest Earned",2024-07-21 05:00:00
NXT3V1rGvYGgohG08bXJK5NYJ,Interest,NEXO,0.04241923,NEXO,0.04241923,$0.05,-,-,"approved / NEXO Interest Earned",2024-07-21 05:00:00
NXT6trtYngjr5IaZHVfgcLuHA,Interest,NEXO,0.04241467,NEXO,0.04241467,$0.05,-,-,"approved / NEXO Interest Earned",2024-07-20 05:00:00
NXT1l6vt1UEF1VXv48FniyNJq,Interest,USDT,2.02766500,USDT,2.02766500,$2.03,-,-,"approved / USDT Interest Earned",2024-07-20 05:00:00
