Transaction,Type,Input Currency,Input Amount,Output Currency,Output Amount,USD Equivalent,Fee,Fee Currency,Details,Date / Time (UTC)
NXTjKEsiHW9i5RboHC1j63p1,Interest,NEXO,0.08087061,NEXO,0.08087061,$0.11,-,-,"approved / NEXO Interest Earned",2025-07-26 05:00:00
NXTacOMeQ29aAsxpHeqonKqE,Interest,NEXO,2.67000517,NEXO,2.67000517,$3.51,-,-,"approved / 3.508345 USDT",2025-07-26 05:00:00
NXT74Z44vEMDkf4dmaPM1wj4G,Interest,NEXO,0.08057541,NEXO,0.08057541,$0.11,-,-,"approved / NEXO Interest Earned",2025-07-25 05:00:00
NXT4JhXUuAJEjMwDyxDIk64Vw,Interest,NEXO,2.66653070,NEXO,2.66653070,$3.51,-,-,"approved / 3.508345 USDT",2025-07-25 05:00:00
NXT6yvfN8Idr4u2BihPKKQZGY,Interest,NEXO,0.08028162,NEXO,0.08028162,$0.11,-,-,"approved / NEXO Interest Earned",2025-07-24 05:00:00
NXT5PULa4DK2VYulBEHJaUO6P,Interest,NEXO,2.65361888,NEXO,2.65361888,$3.51,-,-,"approved / 3.508345 USDT",2025-07-24 05:00:00
NXT7XRdj585MZebqKzdUlLwDH,Interest,NEXO,2.61935947,NEXO,2.61935947,$3.53,-,-,"approved / 3.526153 USDT",2025-07-23 05:00:00
NXT6hA0hQZmFOwlsko9HgPNPa,Interest,NEXO,0.07999155,NEXO,0.07999155,$0.11,-,-,"approved / NEXO Interest Earned",2025-07-23 05:00:00
NXT50MVT9xJL447k8D0B9hHLF,Withdrawal,USDT,-50.00000000,USDT,49.78918841,$50.02,0.21081158,USDT,"approved / USDT withdrawal",2025-07-23 00:06:35
NXT6zFeknWjB87jUOv5MDkQIv,Interest,NEXO,0.07969614,NEXO,0.07969614,$0.11,-,-,"approved / NEXO Interest Earned",2025-07-22 05:00:00
NXT60lLEgV581Baok52tk3CKq,Interest,NEXO,2.66932977,NEXO,2.66932977,$3.53,-,-,"approved / 3.526153 USDT",2025-07-22 05:00:00
NXT5AuYhInUCnnzNX6C2a1esm,Interest,NEXO,2.61691005,NEXO,2.61691005,$3.53,-,-,"approved / 3.526153 USDT",2025-07-21 05:00:00
NXT3gDVXs6IU9fJMFUoiPIv2Y,Interest,NEXO,0.07940640,NEXO,0.07940640,$0.11,-,-,"approved / NEXO Interest Earned",2025-07-21 05:00:00
NXT2tKdycOhEew5cJztsz5dmF,Interest,NEXO,0.07911325,NEXO,0.07911325,$0.11,-,-,"approved / NEXO Interest Earned",2025-07-20 05:00:00
NXT1IUZ8tSCcIsIk0OIeXqy9j,Interest,NEXO,2.64887581,NEXO,2.64887581,$3.53,-,-,"approved / 3.526153 USDT",2025-07-20 05:00:00
NXT4xvkDjZmtTjcnDX41ZeAmm,Interest,NEXO,0.07881871,NEXO,0.07881871,$0.10,-,-,"approved / NEXO Interest Earned",2025-07-19 05:00:00
NXTxFFeWaN9raSjwJ5F51lEI,Interest,NEXO,2.66208918,NEXO,2.66208918,$3.53,-,-,"approved / 3.526153 USDT",2025-07-19 05:00:00
NXT4yQFLdKgszRSEQUnCJTuKP,Interest,NEXO,2.65590139,NEXO,2.65590139,$3.53,-,-,"approved / 3.526153 USDT",2025-07-18 05:00:00
NXT3hFna6edPanwnpNmP4aiZj,Interest,NEXO,0.07852487,NEXO,0.07852487,$0.10,-,-,"approved / NEXO Interest Earned",2025-07-18 05:00:00
NXT6BVvnTeDA2vZFrm3kMvmlH,Interest,NEXO,0.07822694,NEXO,0.07822694,$0.10,-,-,"approved / NEXO Interest Earned",2025-07-17 05:00:00
NXT5FCDHiLwIc5oYudSFMrq1G,Interest,NEXO,2.69428059,NEXO,2.69428059,$3.53,-,-,"approved / 3.526153 USDT",2025-07-17 05:00:00
NXT7TwMDcx5etx8D25zuStTDl,Interest,NEXO,0.07793186,NEXO,0.07793186,$0.10,-,-,"approved / NEXO Interest Earned",2025-07-16 05:00:00
NXT6k8GZ7C2HXMGLETqTGuQ0H,Interest,NEXO,2.66801948,NEXO,2.66801948,$3.53,-,-,"approved / 3.526153 USDT",2025-07-16 05:00:00
NXT2tos7uQBQSCIRk0dHZ1QFc,Interest,NEXO,0.07763332,NEXO,0.07763332,$0.10,-,-,"approved / NEXO Interest Earned",2025-07-15 05:00:00
NXTaBjRotOVLtd0oRYQJrVaK,Interest,NEXO,2.70056325,NEXO,2.70056325,$3.53,-,-,"approved / 3.526153 USDT",2025-07-15 05:00:00
NXT48WrbzMPDHgnHCIlpxbpnT,Interest,NEXO,2.74480121,NEXO,2.74480121,$3.53,-,-,"approved / 3.526153 USDT",2025-07-14 05:00:00
NXT1thpAKmjPUkx6ECxRsiVtB,Interest,NEXO,0.07733005,NEXO,0.07733005,$0.10,-,-,"approved / NEXO Interest Earned",2025-07-14 05:00:00
NXT7eNJr4P0U7fG2OWK3IplAM,Interest,NEXO,2.77346174,NEXO,2.77346174,$3.53,-,-,"approved / 3.526153 USDT",2025-07-13 05:00:00
NXT4pJfVb9Ne3PleH5o11gTTp,Interest,NEXO,0.07702374,NEXO,0.07702374,$0.10,-,-,"approved / NEXO Interest Earned",2025-07-13 05:00:00
NXT41LQrbgQmbuGUH4Z0b8pax,Interest,NEXO,0.07671800,NEXO,0.07671800,$0.10,-,-,"approved / NEXO Interest Earned",2025-07-12 05:00:00
NXT1QNCFe34AvCqD5AKM2IKB0,Interest,NEXO,2.76845117,NEXO,2.76845117,$3.53,-,-,"approved / 3.526153 USDT",2025-07-12 05:00:00
NXT2CQtlj2JBBamfugpXMYnHY,Interest,NEXO,2.77221888,NEXO,2.77221888,$3.53,-,-,"approved / 3.526153 USDT",2025-07-11 05:00:00
NXT1ujI6yDVQhHLHDKnvTRIz8,Interest,NEXO,0.07641188,NEXO,0.07641188,$0.10,-,-,"approved / NEXO Interest Earned",2025-07-11 05:00:00
NXT7GoIcCoa1Q3fRdiXDVOV10,Interest,NEXO,0.06772342,NEXO,0.06772342,$0.08,-,-,"approved / NEXO Interest Earned",2025-07-10 05:00:00
NXT4VdkU6YkI0QHzp5xvXefBz,Interest,NEXO,2.40087488,NEXO,2.40087488,$2.96,-,-,"approved / 2.959099 USDT",2025-07-10 05:00:00
NXT3R02hmE7vT3JU1uAyttL8B,Exchange Cashback,NEXO,0.19596149,NEXO,0.19596149,$0.24,-,-,"approved / 0.25 % on top of your Exchange transaction",2025-07-09 20:54:11
NXT4GFlg7K8l7xoVr5NvJJR8e,Exchange,USDT,-100.00000000,NEXO,78.38459441,$96.99,1.98947000,USDT,"approved / Exchange Tether to NEXO Token",2025-07-09 20:54:10
NXT2TU8lxgTgEI4mH1vmoqKlm,Withdrawal,USDT,-1392.00000000,USDT,1391.82143833,$1392.37,0.17856166,USDT,"approved / USDT withdrawal",2025-07-09 20:51:59
NXT1nDIxNfyUwADVnb80yaRiu,Exchange Cashback,USDT,7.71028500,USDT,7.71028500,$7.71,-,-,"approved / 0.25 % on top of your Exchange transaction",2025-07-09 20:46:44
NXTYNrGoQvjUVsUTZb899qzS,Exchange,EURX,-2661.59000000,USDT,3084.11406600,$3084.97,-,-,"approved / Exchange EURX to Tether",2025-07-09 20:46:44
NXT3W5rCb40obApuFBW4YaCAk,Exchange Deposited On,EUR,-2661.59000000,EURX,2661.59000000,$3114.06,-,-,"approved / EUR to EURX",2025-07-09 20:45:24
NXT6LVTfNxTdDFRJEuqy891GY,Deposit To Exchange,EUR,2661.59000000,EURX,2661.59000000,$3114.06,-,-,"approved / EUR Top Up",2025-07-09 20:45:24
NXT51weVqB35JLXrWIHwALu4W,Interest,NEXO,2.41873254,NEXO,2.41873254,$2.96,-,-,"approved / 2.956353 USDT",2025-07-09 05:00:00
NXT1Jn3Yfo8mAKnh7vldR0QNl,Interest,NEXO,0.06743520,NEXO,0.06743520,$0.08,-,-,"approved / NEXO Interest Earned",2025-07-09 05:00:00
NXT6gfMt6kaKEhNC2yef2oHwp,Interest,NEXO,2.42687831,NEXO,2.42687831,$2.96,-,-,"approved / 2.956353 USDT",2025-07-08 05:00:00
NXT69lvQKh5PpOhaK9VeACnfW,Interest,NEXO,0.06716719,NEXO,0.06716719,$0.08,-,-,"approved / NEXO Interest Earned",2025-07-08 05:00:00
NXT36u4XS48bQJOHIvi2FdZmy,Interest,NEXO,0.06690213,NEXO,0.06690213,$0.08,-,-,"approved / NEXO Interest Earned",2025-07-07 05:00:00
NXT2FDiTwDaIWXGLKbjJozggK,Interest,NEXO,2.39970016,NEXO,2.39970016,$2.96,-,-,"approved / 2.956353 USDT",2025-07-07 05:00:00
NXT7djvNGvcf8nqOeeLxXSrFG,Interest,NEXO,0.06663940,NEXO,0.06663940,$0.08,-,-,"approved / NEXO Interest Earned",2025-07-06 05:00:00
NXT4a0jq9d6chnWnYqSFqgYB0,Interest,NEXO,2.37833679,NEXO,2.37833679,$2.96,-,-,"approved / 2.956353 USDT",2025-07-06 05:00:00
NXT5EYC2ocH42XWqnrOa6NgFC,Interest,NEXO,2.43001624,NEXO,2.43001624,$2.96,-,-,"approved / 2.956353 USDT",2025-07-05 05:00:00
NXT3JZwJ9AuOrnBs6PEiCCiH9,Interest,NEXO,0.06637114,NEXO,0.06637114,$0.08,-,-,"approved / NEXO Interest Earned",2025-07-05 05:00:00
NXT5fBul6Plg2eUVMSM0JaZbz,Withdrawal,USDT,-192.00000000,USDT,192.00000000,$192.01,-,-,"approved / USDT withdrawal",2025-07-04 19:53:30
NXT78Uw3rOUIi2zpMB81yMkVC,Interest,NEXO,0.06609790,NEXO,0.06609790,$0.08,-,-,"approved / NEXO Interest Earned",2025-07-04 05:00:00
NXT27Sdk7RH8B129kNM2N1WA3,Interest,NEXO,2.47657074,NEXO,2.47657074,$3.03,-,-,"approved / 3.024736 USDT",2025-07-04 05:00:00
NXT6LYDKgZcTwfXFbURko0QCD,Interest,NEXO,0.06582253,NEXO,0.06582253,$0.08,-,-,"approved / NEXO Interest Earned",2025-07-03 05:00:00
NXT2PWTFu4Id1FWJZQsvxWfqK,Interest,NEXO,2.49672469,NEXO,2.49672469,$3.03,-,-,"approved / 3.024736 USDT",2025-07-03 05:00:00
NXT4RJftZehdtsLHRaRrrSGDh,Locking Term Deposit,NEXO,-100.00000000,NEXO,100.00000000,$119.89,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2025-07-02 07:30:59
NXT4av6cgcaRQerVIA55ms50Q,Exchange Cashback,NEXO,0.04987531,NEXO,0.04987531,$0.06,-,-,"approved / 0.25 % on top of your Exchange transaction",2025-07-02 07:27:33
NXT7ddtrNLlA8Nh5UcLXcLltF,Exchange,USDT,-25.06975600,NEXO,19.95012469,$23.95,0.98985600,USDT,"approved / Exchange Tether to NEXO Token",2025-07-02 07:27:32
NXT6NWBZSBfpwmT1x3pvvwfDN,Interest,NEXO,0.07418264,NEXO,0.07418264,$0.09,-,-,"approved / NEXO Interest Earned",2025-07-02 05:00:00
NXT3MET39iyK3sYO8QsMttOin,Interest,NEXO,2.12822219,NEXO,2.12822219,$2.57,-,-,"approved / 2.566948 USDT",2025-07-02 05:00:00
NXT7Qsn59ARg05rxQ0r307l0z,Interest,NEXO,2.09271322,NEXO,2.09271322,$2.57,-,-,"approved / 2.566948 USDT",2025-07-01 05:00:00
NXT3dgHKXnH4BgIUQ3kwdN2Qf,Interest,NEXO,0.07394981,NEXO,0.07394981,$0.09,-,-,"approved / NEXO Interest Earned",2025-07-01 05:00:00
NXT75QeOCusBsQPm8swK3rYSp,Interest,NEXO,2.12926059,NEXO,2.12926059,$2.57,-,-,"approved / 2.566948 USDT",2025-06-30 05:00:00
NXT63e2ExLv2CE4PU7KyvhZON,Interest,NEXO,0.07371308,NEXO,0.07371308,$0.09,-,-,"approved / NEXO Interest Earned",2025-06-30 05:00:00
NXT7IwVrNQ3nSPURUCUibnBMK,Interest,NEXO,0.07347579,NEXO,0.07347579,$0.09,-,-,"approved / NEXO Interest Earned",2025-06-29 05:00:00
NXT6PcoxXJLSTUFY22q6cHBEi,Interest,NEXO,2.13467272,NEXO,2.13467272,$2.57,-,-,"approved / 2.566948 USDT",2025-06-29 05:00:00
NXT3yiEHbS0b1Mul3YEo5dsZo,Withdrawal,USDT,-300.17284000,USDT,300.00000000,$300.23,0.17284077,USDT,"approved / USDT withdrawal",2025-06-28 15:40:08
NXT5wVjioWPdgi8btMP6MydGm,Interest,NEXO,0.07322966,NEXO,0.07322966,$0.09,-,-,"approved / NEXO Interest Earned",2025-06-28 05:00:00
NXTRwMXANKzJ1EHTm3igu5LI,Interest,NEXO,2.21726104,NEXO,2.21726104,$2.66,-,-,"approved / 2.657411 USDT",2025-06-28 05:00:00
NXT3zkvt2wIVobqX5IrFc9sEp,Withdrawal,USDT,-50.00000000,USDT,49.82712264,$50.02,0.17287735,USDT,"approved / USDT withdrawal",2025-06-27 22:28:08
NXT2d5JAj91UOOQa1e6OZ0EIX,Interest,NEXO,2.26250538,NEXO,2.26250538,$2.67,-,-,"approved / 2.672479 USDT",2025-06-27 05:00:00
NXT17mxHTpbELgZHyDzh54Y7e,Interest,NEXO,0.07297868,NEXO,0.07297868,$0.09,-,-,"approved / NEXO Interest Earned",2025-06-27 05:00:00
NXT6nxGtNOXboCO38RI5J9eBI,Interest,NEXO,2.20294986,NEXO,2.20294986,$2.67,-,-,"approved / 2.672479 USDT",2025-06-26 05:00:00
NXT10VtJ7aEtehqI5UdGLk1Wb,Interest,NEXO,0.07273414,NEXO,0.07273414,$0.09,-,-,"approved / NEXO Interest Earned",2025-06-26 05:00:00
NXT2Te8IPUKTT8ljojiPtl1LC,Interest,NEXO,2.21486503,NEXO,2.21486503,$2.67,-,-,"approved / 2.672479 USDT",2025-06-25 05:00:00
NXTHSGDi6aPnavMxPAodY0Yh,Interest,NEXO,0.07248834,NEXO,0.07248834,$0.09,-,-,"approved / NEXO Interest Earned",2025-06-25 05:00:00
NXT4qQPSV8zKnzTHNFX3UXfgE,Interest,NEXO,0.07224096,NEXO,0.07224096,$0.09,-,-,"approved / NEXO Interest Earned",2025-06-24 05:00:00
NXT4kDTFgPn0XKbv7yaVH6JU9,Interest,NEXO,2.22983828,NEXO,2.22983828,$2.67,-,-,"approved / 2.672479 USDT",2025-06-24 05:00:00
NXT4TyL7PqEKFi0dHAzd7KSb9,Interest,NEXO,0.07197221,NEXO,0.07197221,$0.08,-,-,"approved / NEXO Interest Earned",2025-06-23 05:00:00
NXT2budket3lgWAlk0H4RNmkh,Interest,NEXO,2.42901732,NEXO,2.42901732,$2.67,-,-,"approved / 2.672479 USDT",2025-06-23 05:00:00
NXT7Cr8kR8RTKfwxbgk2OTd3M,Interest,NEXO,0.07171385,NEXO,0.07171385,$0.08,-,-,"approved / NEXO Interest Earned",2025-06-22 05:00:00
NXT1QqbP8anWGZQLcGlWinrG0,Interest,NEXO,2.33250603,NEXO,2.33250603,$2.67,-,-,"approved / 2.672479 USDT",2025-06-22 05:00:00
NXT5CtY12ZJGavkuT5Ay2MHNV,Interest,NEXO,2.23419196,NEXO,2.23419196,$2.67,-,-,"approved / 2.672479 USDT",2025-06-21 05:00:00
NXT4Ubnf3l6lwV9x5uC4RrTYX,Interest,NEXO,0.07146608,NEXO,0.07146608,$0.09,-,-,"approved / NEXO Interest Earned",2025-06-21 05:00:00
NXT7lYdV0PRTARgVGsWTlRz5C,Interest,NEXO,0.07122258,NEXO,0.07122258,$0.09,-,-,"approved / NEXO Interest Earned",2025-06-20 05:00:00
NXT2ihvEYpfOMAkXP11Ayl9Oo,Interest,NEXO,2.19481561,NEXO,2.19481561,$2.67,-,-,"approved / 2.672479 USDT",2025-06-20 05:00:00
NXT5Dzo3SnY7wDuktxtSo9ltT,Interest,NEXO,0.07098036,NEXO,0.07098036,$0.09,-,-,"approved / NEXO Interest Earned",2025-06-19 05:00:00
NXT4ww7L9CA3AnkHEO4HufufL,Interest,NEXO,2.18306055,NEXO,2.18306055,$2.67,-,-,"approved / 2.672479 USDT",2025-06-19 05:00:00
NXT5O5v32LdkFMiCegorR8lCE,Interest,NEXO,2.18646261,NEXO,2.18646261,$2.67,-,-,"approved / 2.672479 USDT",2025-06-18 05:00:00
NXT2hzyLdRnXnv7oTy5mOLo1d,Interest,NEXO,0.07073780,NEXO,0.07073780,$0.09,-,-,"approved / NEXO Interest Earned",2025-06-18 05:00:00
NXT4r8OcnaLuhsleawwc1rXIB,Interest,NEXO,0.07049533,NEXO,0.07049533,$0.09,-,-,"approved / NEXO Interest Earned",2025-06-17 05:00:00
NXT2HZgS5OlMAn8TEW5L9jH8n,Interest,NEXO,2.18585484,NEXO,2.18585484,$2.67,-,-,"approved / 2.672479 USDT",2025-06-17 05:00:00
NXT5HHAWOBG0f042bdODwtOh5,Interest,NEXO,0.07025262,NEXO,0.07025262,$0.09,-,-,"approved / NEXO Interest Earned",2025-06-16 05:00:00
NXT9ntloStGyWIee15R3a7Jn,Interest,NEXO,2.18836564,NEXO,2.18836564,$2.67,-,-,"approved / 2.672479 USDT",2025-06-16 05:00:00
NXT5oKE13HWCWs7KjvEUSJEnL,Interest,NEXO,2.20702303,NEXO,2.20702303,$2.67,-,-,"approved / 2.672479 USDT",2025-06-15 05:00:00
NXTNp2GiyM6PaHSueoziHsxf,Interest,NEXO,0.07000793,NEXO,0.07000793,$0.08,-,-,"approved / NEXO Interest Earned",2025-06-15 05:00:00
NXT75oPYXxtWYOn5ghZ1Of4Z9,Interest,NEXO,2.17538949,NEXO,2.17538949,$2.67,-,-,"approved / 2.672479 USDT",2025-06-14 05:00:00
NXT5JyKEb2aHNJVPaX6zvZyZR,Interest,NEXO,0.06976667,NEXO,0.06976667,$0.09,-,-,"approved / NEXO Interest Earned",2025-06-14 05:00:00
NXT3FpwDJAboxY2F7OSeNawsv,Interest,NEXO,2.21249151,NEXO,2.21249151,$2.70,-,-,"approved / 2.702616 USDT",2025-06-13 05:00:00
NXT3C6G6ZyVpJfIn8WgIEHWsf,Interest,NEXO,0.06952144,NEXO,0.06952144,$0.08,-,-,"approved / NEXO Interest Earned",2025-06-13 05:00:00
NXT5Q8of8jzABjuERXdG1Mhfv,Withdrawal,USDT,-100.00000000,USDT,99.82817750,$100.07,0.17182249,USDT,"approved / USDT withdrawal",2025-06-13 01:32:52
NXT7mlT1w1td8YJwT2p8CQywO,Interest,NEXO,0.06928250,NEXO,0.06928250,$0.09,-,-,"approved / NEXO Interest Earned",2025-06-12 05:00:00
NXT5sC8QFxASuPtVrZRbVSYUG,Interest,NEXO,2.15427218,NEXO,2.15427218,$2.70,-,-,"approved / 2.702616 USDT",2025-06-12 05:00:00
NXT1rjOS1ryBJ0bhHDskxUAlI,Interest,NEXO,0.06904358,NEXO,0.06904358,$0.09,-,-,"approved / NEXO Interest Earned",2025-06-11 05:00:00
NXT162uYcJ1RJXPArKQuy3GPi,Interest,NEXO,2.15434440,NEXO,2.15434440,$2.70,-,-,"approved / 2.702616 USDT",2025-06-11 05:00:00
NXT6LLXX8O9NcdGXBdY6Ry3Qj,Interest,NEXO,1.67810125,NEXO,1.67810125,$2.11,-,-,"approved / 2.111970 USDT",2025-06-10 05:00:00
NXT18eTv6nVLWphuVPfhAu9Nz,Interest,NEXO,0.06885585,NEXO,0.06885585,$0.09,-,-,"approved / NEXO Interest Earned",2025-06-10 05:00:00
NXT3G4lk53qCEtUAV4nkArFCE,Exchange Cashback,USDT,2.46694300,USDT,2.46694300,$2.47,-,-,"approved / 0.25 % on top of your Exchange transaction",2025-06-09 18:10:02
NXT3YbIV9qQzI1QgXGAPmnLF,Exchange,EURX,-873.05000000,USDT,986.77709800,$987.14,-,-,"approved / Exchange EURX to Tether",2025-06-09 18:10:01
NXT4WJ3lCG4knzLjksIAJE3CK,Exchange Deposited On,EUR,-873.05000000,EURX,873.05000000,$995.28,-,-,"approved / EUR to EURX",2025-06-09 18:07:30
NXT7cDm3t7ztBf9QZOhPcH1Wc,Deposit To Exchange,EUR,873.05000000,EURX,873.05000000,$995.28,-,-,"approved / EUR Top Up",2025-06-09 18:07:30
NXT2QW7myvVmRsPIFf72uHiL8,Withdrawal,USDT,-1000.00000000,USDT,999.82374456,$1000.35,0.17625543,USDT,"approved / USDT withdrawal",2025-06-09 18:00:19
NXT18oDXtFikMbj0dLqrT0DXs,Exchange Cashback,USDT,4.93273400,USDT,4.93273400,$4.93,-,-,"approved / 0.25 % on top of your Exchange transaction",2025-06-09 17:57:45
NXT67UN8SGu8jewVwf2BwvERl,Exchange,EURX,-1745.64000000,USDT,1973.09344800,$1973.79,-,-,"approved / Exchange EURX to Tether",2025-06-09 17:57:45
NXT5UxRAyJGgXdQqexs5IoFob,Exchange Deposited On,EUR,-1745.64000000,EURX,1745.64000000,$1990.03,-,-,"approved / EUR to EURX",2025-06-09 17:55:16
NXT3BKGYH5rWGaAsFmUNWL6uh,Deposit To Exchange,EUR,1745.64000000,EURX,1745.64000000,$1990.03,-,-,"approved / EUR Top Up",2025-06-09 17:55:16
NXT7ktGoMuDdbvZrV9VSrau6I,Withdrawal,USDT,-1076.00000000,USDT,1075.82388663,$1076.47,0.17611336,USDT,"approved / USDT withdrawal",2025-06-09 17:03:11
NXT4V2B0vvvQnw2ukaxpp3U1w,Interest,NEXO,0.06863532,NEXO,0.06863532,$0.08,-,-,"approved / NEXO Interest Earned",2025-06-09 05:00:00
NXT2AXxx5zHEZAWiUdG7yd59F,Interest,NEXO,1.98359432,NEXO,1.98359432,$2.43,-,-,"approved / 2.434014 USDT",2025-06-09 05:00:00
NXT7bdcxzhhTKNy6Mp2boltuo,Interest,NEXO,0.06841814,NEXO,0.06841814,$0.09,-,-,"approved / NEXO Interest Earned",2025-06-08 05:00:00
NXT6XOtRZ9VQWWTzL9orEONa,Interest,NEXO,1.95257753,NEXO,1.95257753,$2.43,-,-,"approved / 2.434014 USDT",2025-06-08 05:00:00
NXT5Qd9Eo0ZVYN4HBVtcFy2fZ,Interest,NEXO,0.06822963,NEXO,0.06822963,$0.08,-,-,"approved / NEXO Interest Earned",2025-06-07 05:00:00
NXT3uGdJPDlv8Yw0XdYjaWbpc,Interest,NEXO,1.68604129,NEXO,1.68604129,$2.06,-,-,"approved / 2.057930 USDT",2025-06-07 05:00:00
NXT36wH8FFtIdi05WT4vCjbN2,Withdrawal,USDT,-1049.00000000,USDT,1049.00000000,$1049.56,-,-,"approved / Transfer to Nexo User",2025-06-06 15:49:24
NXT45lE3bGvh9hwvO2agQ1HT5,Withdrawal,USDT,-10.00000000,USDT,10.00000000,$10.01,-,-,"approved / Transfer to Nexo User",2025-06-06 15:46:49
NXT51gvtBHOrYGvbUzNE2rnBx,Transfer To Pro Wallet,USDT,-1.00000000,USDT,1.00000000,$1.00,-,-,"approved / USDT Transfer from Savings Wallet to Nexo Pro Wallet",2025-06-06 15:45:51
NXT1h69QixerTne755gniZdEX,Exchange Cashback,USDT,5.76978800,USDT,5.76978800,$5.77,-,-,"approved / 0.25 % on top of your Exchange transaction",2025-06-06 15:03:05
NXT2exGpWNQTFuUu4eZFCEZHm,Exchange,EURX,-2048.49000000,USDT,2307.91533400,$2309.27,-,-,"approved / Exchange EURX to Tether",2025-06-06 15:03:04
NXT6Y6ufCZmb40HSYppoyNdnH,Exchange Deposited On,EUR,-2048.49000000,EURX,2048.49000000,$2335.28,-,-,"approved / EUR to EURX",2025-06-06 14:59:51
NXT4aUZlCLXdX83QdmzNFZAjl,Deposit To Exchange,EUR,2048.49000000,EURX,2048.49000000,$2335.28,-,-,"approved / EUR Top Up",2025-06-06 14:59:51
NXT2QLEN16U5Z5jOwR64glzva,Interest,NEXO,0.06800744,NEXO,0.06800744,$0.08,-,-,"approved / NEXO Interest Earned",2025-06-06 05:00:00
NXTgQbjHNIndyRrVIpcwLy8j,Interest,NEXO,1.99962113,NEXO,1.99962113,$2.43,-,-,"approved / 2.430044 USDT",2025-06-06 05:00:00
NXT5rI4dCijfzu0puM0rJpgvR,Interest,NEXO,0.06779076,NEXO,0.06779076,$0.08,-,-,"approved / NEXO Interest Earned",2025-06-05 05:00:00
NXT3zfj7u9QBtwb4SfJ3nVCrW,Interest,NEXO,1.94859481,NEXO,1.94859481,$2.43,-,-,"approved / 2.430044 USDT",2025-06-05 05:00:00
NXT5rG1xVeiq8bJMJSZyiuGYA,Interest,NEXO,1.94807106,NEXO,1.94807106,$2.43,-,-,"approved / 2.430044 USDT",2025-06-04 05:00:00
NXTAm29j5MCzgsmzoIIs4cGj,Interest,NEXO,0.06757416,NEXO,0.06757416,$0.08,-,-,"approved / NEXO Interest Earned",2025-06-04 05:00:00
NXT4CcUJrjtDqONMN8kdjl8Or,Interest,NEXO,1.94628055,NEXO,1.94628055,$2.43,-,-,"approved / 2.430044 USDT",2025-06-03 05:00:00
NXT1eW85GffpkCpKDkCy3yUw2,Interest,NEXO,0.06735778,NEXO,0.06735778,$0.08,-,-,"approved / NEXO Interest Earned",2025-06-03 05:00:00
NXT7appHI8BZPNctEFjEzv4yp,Interest,NEXO,0.06713669,NEXO,0.06713669,$0.08,-,-,"approved / NEXO Interest Earned",2025-06-02 05:00:00
NXT4yZv3ll7RQtioOcri2oyQF,Interest,NEXO,1.99021392,NEXO,1.99021392,$2.43,-,-,"approved / 2.430044 USDT",2025-06-02 05:00:00
NXT6ThqaPOTq8giq6Ccrn5bx9,Interest,NEXO,0.06691841,NEXO,0.06691841,$0.08,-,-,"approved / NEXO Interest Earned",2025-06-01 05:00:00
NXT6BB8EPvCGCUARZywqA3qLS,Interest,NEXO,1.96436913,NEXO,1.96436913,$2.43,-,-,"approved / 2.430044 USDT",2025-06-01 05:00:00
NXT5eKBetfWk3878UG1LF7IfL,Interest,NEXO,2.00663311,NEXO,2.00663311,$2.43,-,-,"approved / 2.430044 USDT",2025-05-31 05:00:00
NXTe63Pp4b8fagMunWZ0HrAw,Interest,NEXO,0.06669561,NEXO,0.06669561,$0.08,-,-,"approved / NEXO Interest Earned",2025-05-31 05:00:00
NXT2MWmifCJYtlEgQ0oVZW2DX,Interest,NEXO,1.95315195,NEXO,1.95315195,$2.43,-,-,"approved / 2.430044 USDT",2025-05-30 05:00:00
NXT6oQKdijLXsm0z6ZgmYL5v,Interest,NEXO,0.06647858,NEXO,0.06647858,$0.08,-,-,"approved / NEXO Interest Earned",2025-05-30 05:00:00
NXT6Bxxkm17Hcd6QkPM7VoEmG,Interest,NEXO,1.95435544,NEXO,1.95435544,$2.43,-,-,"approved / 2.430044 USDT",2025-05-29 05:00:00
NXT2ETwd9U6X74RxUf6ZPSUDC,Interest,NEXO,0.06626145,NEXO,0.06626145,$0.08,-,-,"approved / NEXO Interest Earned",2025-05-29 05:00:00
NXT2NbfyRDpCyj4QcI1N5gGVt,Interest,NEXO,0.06604782,NEXO,0.06604782,$0.08,-,-,"approved / NEXO Interest Earned",2025-05-28 05:00:00
NXT1vIjBFMUWjNJsdCytYCVBg,Interest,NEXO,1.92192805,NEXO,1.92192805,$2.43,-,-,"approved / 2.430044 USDT",2025-05-28 05:00:00
NXT5qnjBNgP0OGZ5aM4sptbG0,Interest,NEXO,0.06583318,NEXO,0.06583318,$0.08,-,-,"approved / NEXO Interest Earned",2025-05-27 05:00:00
NXT2HYRkTazxo7hjWmmNXfZhT,Interest,NEXO,1.93157781,NEXO,1.93157781,$2.43,-,-,"approved / 2.430044 USDT",2025-05-27 05:00:00
NXT2gLpYM52nC91cndZExHQSi,Interest,NEXO,0.06562075,NEXO,0.06562075,$0.08,-,-,"approved / NEXO Interest Earned",2025-05-26 05:00:00
NXToTBvSr9vm6icwuDfcZylv,Interest,NEXO,1.91120185,NEXO,1.91120185,$2.43,-,-,"approved / 2.430044 USDT",2025-05-26 05:00:00
